Date,open,high,low,close,adjclose,volume,growth_rate
2008-01-31,38.76909082586115,38.76909082586115,38.76909082586115,38.76909082586115,38.76909082586115,0.0,
2008-02-29,35.83761941818964,35.83761941818964,35.83761941818964,35.83761941818964,35.83761941818964,0.0,-0.07561362273979493
2008-03-31,34.24473672164114,34.24473672164114,34.24473672164114,34.24473672164114,34.24473672164114,0.0,-0.044447223962092226
2008-04-30,36.65136354619806,36.65136354619806,36.65136354619806,36.65136354619806,36.65136354619806,0.0,0.07027727630436251
2008-05-31,36.69476191202799,36.69476191202799,36.69476191202799,36.69476191202799,36.69476191202799,0.0,0.0011840859829192235
2008-06-30,32.53619048708961,32.53619048708961,32.53619048708961,32.53619048708961,32.53619048708961,0.0,-0.11332874798065559
2008-07-31,29.491739024286684,29.491739024286684,29.491739024286684,29.491739024286684,29.491739024286684,0.0,-0.09357123305541777
2008-08-31,30.899047579084122,30.899047579084122,30.899047579084122,30.899047579084122,30.899047579084122,0.0,0.04771873756371263
2008-09-30,28.871363639831543,28.871363639831543,28.871363639831543,28.871363639831543,28.871363639831543,0.0,-0.06562286213071303
2008-10-31,22.351738888284434,22.351738888284434,22.351738888284434,22.351738888284434,22.351738888284434,0.0,-0.2258163082589039
2008-11-30,17.539000034332275,17.539000034332275,17.539000034332275,17.539000034332275,17.539000034332275,0.0,-0.21531831943843682
2008-12-31,15.740476199558803,15.740476199558803,15.740476199558803,15.740476199558803,15.740476199558803,0.0,-0.10254426314230543
2009-01-31,14.120999956130982,14.120999956130982,14.120999956130982,14.120999956130982,14.120999956130982,0.0,-0.10288610223070721
2009-02-28,12.55800004005432,12.55800004005432,12.55800004005432,12.55800004005432,12.55800004005432,0.0,-0.11068620642534922
2009-03-31,11.364090832796963,11.364090832796963,11.364090832796963,11.364090832796963,11.364090832796963,0.0,-0.09507160403323213
2009-04-30,15.229999876022339,15.229999876022339,15.229999876022339,15.229999876022339,15.229999876022339,0.0,0.34018639063217404
2009-05-31,18.20300006866455,18.20300006866455,18.20300006866455,18.20300006866455,18.20300006866455,0.0,0.19520684286562706
2009-06-30,18.49272701957009,18.49272701957009,18.49272701957009,18.49272701957009,18.49272701957009,0.0,0.01591643958757589
2009-07-31,19.081304218458094,19.081304218458094,19.081304218458094,19.081304218458094,19.081304218458094,0.0,0.03182749619702582
2009-08-31,22.653333391462052,22.653333391462052,22.653333391462052,22.653333391462052,22.653333391462052,0.0,0.18720047288741376
2009-09-30,23.373181776566938,23.373181776566938,23.373181776566938,23.373181776566938,23.373181776566938,0.0,0.031776709090247775
2009-10-31,23.276818188753996,23.276818188753996,23.276818188753996,23.276818188753996,23.276818188753996,0.0,-0.004122827124441915
2009-11-30,22.87999997820173,22.87999997820173,22.87999997820173,22.87999997820173,22.87999997820173,0.0,-0.01704778579848961
2009-12-31,22.17250003814697,22.17250003814697,22.17250003814697,22.17250003814697,22.17250003814697,0.0,-0.030922200206678765
2010-01-31,22.278420900043688,22.278420900043688,22.278420900043688,22.278420900043688,22.278420900043688,0.0,0.00477712760015713
2010-02-28,20.404999828338624,20.404999828338624,20.404999828338624,20.404999828338624,20.404999828338624,0.0,-0.08409128636677252
2010-03-31,22.005652220352836,22.005652220352836,22.005652220352836,22.005652220352836,22.005652220352836,0.0,0.07844412670816164
2010-04-30,22.67199993133545,22.67199993133545,22.67199993133545,22.67199993133545,22.67199993133545,0.0,0.03028075261347237
2010-05-31,20.1757143111456,20.1757143111456,20.1757143111456,20.1757143111456,20.1757143111456,0.0,-0.1101043413792393
2010-06-30,20.12409088828347,20.12409088828347,20.12409088828347,20.12409088828347,20.12409088828347,0.0,-0.002558691209937188
2010-07-31,21.143968148664996,21.143968148664996,21.143968148664996,21.143968148664996,21.143968148664996,0.0,0.05067942030490998
2010-08-31,22.272931705821644,22.272931705821644,22.272931705821644,22.272931705821644,22.272931705821644,0.0,0.05339411926932598
2010-09-30,22.050900025801226,22.050900025801226,22.050900025801226,22.050900025801226,22.050900025801226,0.0,-0.009968677808246678
2010-10-31,21.187790552775066,21.187790552775066,21.187790552775066,21.187790552775066,21.187790552775066,0.0,-0.03914168909279243
2010-11-30,20.417031808332965,20.417031808332965,20.417031808332965,20.417031808332965,20.417031808332965,0.0,-0.036377494978642386
2010-12-31,20.181052344185964,20.181052344185964,20.181052344185964,20.181052344185964,20.181052344185964,0.0,-0.011557971127354965
2011-01-31,21.00074777149019,21.00074777149019,21.00074777149019,21.00074777149019,21.00074777149019,0.0,0.04061708048343546
2011-02-28,22.122924900054933,22.122924900054933,22.122924900054933,22.122924900054933,22.122924900054933,0.0,0.05343510339608803
2011-03-31,20.704504095989726,20.704504095989726,20.704504095989726,20.704504095989726,20.704504095989726,0.0,-0.06411542824799286
2011-04-30,20.437484239277087,20.437484239277087,20.437484239277087,20.437484239277087,20.437484239277087,0.0,-0.012896703802935283
2011-05-31,19.91214067285711,19.91214067285711,19.91214067285711,19.91214067285711,19.91214067285711,0.0,-0.02570490380662231
2011-06-30,18.918154543096367,18.918154543096367,18.918154543096367,18.918154543096367,18.918154543096367,0.0,-0.04991859720615962
2011-07-31,17.79705692472912,17.79705692472912,17.79705692472912,17.79705692472912,17.79705692472912,0.0,-0.05926041125276461
2011-08-31,14.529408620751422,14.529408620751422,14.529408620751422,14.529408620751422,14.529408620751422,0.0,-0.1836061050879306
2011-09-30,13.02501357685436,13.02501357685436,13.02501357685436,13.02501357685436,13.02501357685436,0.0,-0.10354138170141569
2011-10-31,13.76873811086019,13.76873811086019,13.76873811086019,13.76873811086019,13.76873811086019,0.0,0.05709971276555439
2011-11-30,12.824659130790018,12.824659130790018,12.824659130790018,12.824659130790018,12.824659130790018,0.0,-0.06856684849903005
2011-12-31,13.217995280311222,13.217995280311222,13.217995280311222,13.217995280311222,13.217995280311222,0.0,0.030670300513240534
2012-01-31,13.97364547035911,13.97364547035911,13.97364547035911,13.97364547035911,13.97364547035911,0.0,0.057168290200062456
2012-02-29,15.661623773120699,15.661623773120699,15.661623773120699,15.661623773120699,15.661623773120699,0.0,0.12079727558153154
2012-03-31,15.671877340836959,15.671877340836959,15.671877340836959,15.671877340836959,15.671877340836959,0.0,0.0006546937830199959
2012-04-30,14.150094785188374,14.150094785188374,14.150094785188374,14.150094785188374,14.150094785188374,0.0,-0.09710276073200264
2012-05-31,13.079418139024215,13.079418139024215,13.079418139024215,13.079418139024215,13.079418139024215,0.0,-0.07566568722104187
2012-06-30,13.18884295508975,13.18884295508975,13.18884295508975,13.18884295508975,13.18884295508975,0.0,0.008366183793685136
2012-07-31,13.395145459608598,13.395145459608598,13.395145459608598,13.395145459608598,13.395145459608598,0.0,0.01564219888138347
2012-08-31,14.319813023442807,14.319813023442807,14.319813023442807,14.319813023442807,14.319813023442807,0.0,0.06903005022397327
2012-09-30,15.576049947738648,15.576049947738648,15.576049947738648,15.576049947738648,15.576049947738648,0.0,0.08772718765526265
2012-10-31,15.878939131031865,15.878939131031865,15.878939131031865,15.878939131031865,15.878939131031865,0.0,0.019445827684777765
2012-11-30,16.219981757077303,16.219981757077303,16.219981757077303,16.219981757077303,16.219981757077303,0.0,0.021477670720391223
2012-12-31,16.889729443718405,16.889729443718405,16.889729443718405,16.889729443718405,16.889729443718405,0.0,0.04129151910721907
2013-01-31,18.289961860293435,18.289961860293435,18.289961860293435,18.289961860293435,18.289961860293435,0.0,0.08290437222461258
2013-02-28,18.186200046539305,18.186200046539305,18.186200046539305,18.186200046539305,18.186200046539305,0.0,-0.005673156376525364
2013-03-31,17.79157476425171,17.79157476425171,17.79157476425171,17.79157476425171,17.79157476425171,0.0,-0.021699160972480872
2013-04-30,17.301555252075197,17.301555252075197,17.301555252075197,17.301555252075197,17.301555252075197,0.0,-0.027542222578357724
2013-05-31,18.89351376620206,18.89351376620206,18.89351376620206,18.89351376620206,18.89351376620206,0.0,0.0920124515358767
2013-06-30,17.806605052947997,17.806605052947997,17.806605052947997,17.806605052947997,17.806605052947997,0.0,-0.05752814043507323
